SOL,110162,4/20/2022,OBC,800363,3/19/2022,4/20/2022,SALAWAG DASMARIÑAS,SALAWAG DASMARIÑAS,SALAWAG DASMARIÑAS,703020,702002,1,7200033,,apbox,3,CM10AM,1,t,
SOL,110162,4/20/2022,OBC,800363,3/19/2022,4/20/2022,SALAWAG DASMARIÑAS,SALAWAG DASMARIÑAS,SALAWAG DASMARIÑAS,703020,702002,2,1280283,,kgs,1,CM10AM,1,t,
SOL,110162,4/20/2022,OBC,800363,3/19/2022,4/20/2022,SALAWAG DASMARIÑAS,SALAWAG DASMARIÑAS,SALAWAG DASMARIÑAS,703020,702002,3,7200032,,apbox,3,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,110167,4/20/2022,OBC,800152,3/19/2022,4/20/2022,Unitop Dasma,Unitop Dasma,Unitop Dasma,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,110167,4/20/2022,OBC,800152,3/19/2022,4/20/2022,Unitop Dasma,Unitop Dasma,Unitop Dasma,703020,702002,1,7200033,,apbox,3,CM10AM,1,t,
SOL,110167,4/20/2022,OBC,800152,3/19/2022,4/20/2022,Unitop Dasma,Unitop Dasma,Unitop Dasma,703020,702002,2,7200032,,apbox,3,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,113332,4/20/2022,OBC,803100,3/21/2022,4/20/2022,San Pedro Shopwise,San Pedro Shopwise,San Pedro Shopwise,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,113332,4/20/2022,OBC,803100,3/21/2022,4/20/2022,San Pedro Shopwise,San Pedro Shopwise,San Pedro Shopwise,703020,702002,1,7200033,,apbox,2,CM10AM,1,t,for priority
SOL,113332,4/20/2022,OBC,803100,3/21/2022,4/20/2022,San Pedro Shopwise,San Pedro Shopwise,San Pedro Shopwise,703020,702002,2,7200032,,apbox,1,CM10AM,1,t,for priority
SOL,113332,4/20/2022,OBC,803100,3/21/2022,4/20/2022,San Pedro Shopwise,San Pedro Shopwise,San Pedro Shopwise,703020,702002,3,1280283,,kgs,1,CM10AM,1,t,for priority
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,113387,4/20/2022,RSO,910158,3/21/2022,4/20/2022,113387,Paradahan Tanza,Paradahan Tanza,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,113387,4/20/2022,RSO,910158,3/21/2022,4/20/2022,113387,Paradahan Tanza,Paradahan Tanza,703020,702002,1,7200033,,apbox,3,CM10AM,1,f,
SOL,113387,4/20/2022,RSO,910158,3/21/2022,4/20/2022,113387,Paradahan Tanza,Paradahan Tanza,703020,702002,2,7200032,,apbox,2,CM10AM,1,f,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,114001,4/20/2022,OBC,801821,3/21/2022,4/20/2022,San Pablo,San Pablo,San Pablo,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,114001,4/20/2022,OBC,801821,3/21/2022,4/20/2022,San Pablo,San Pablo,San Pablo,703020,702002,1,7200033,,apbox,2,CM10AM,1,t,
SOL,114001,4/20/2022,OBC,801821,3/21/2022,4/20/2022,San Pablo,San Pablo,San Pablo,703020,702002,2,7200032,,apbox,2,CM10AM,1,t,
SOL,114001,4/20/2022,OBC,801821,3/21/2022,4/20/2022,San Pablo,San Pablo,San Pablo,703020,702002,3,1280283,,kgs,1,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,114019,4/20/2022,OBC,802342,3/19/2022,4/20/2022,Dasmariñas Bayan (Kiosk),Dasmariñas Bayan (Kiosk),Dasmariñas Bayan (Kiosk),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,114019,4/20/2022,OBC,802342,3/19/2022,4/20/2022,Dasmariñas Bayan (Kiosk),Dasmariñas Bayan (Kiosk),Dasmariñas Bayan (Kiosk),703020,702002,1,7200033,,apbox,8,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,114030,4/20/2022,OBC,801274,3/21/2022,4/20/2022,Shell Sto Tomas,Shell Sto Tomas,Shell Sto Tomas,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,114030,4/20/2022,OBC,801274,3/21/2022,4/20/2022,Shell Sto Tomas,Shell Sto Tomas,Shell Sto Tomas,703020,702002,1,7200033,,apbox,2,CM10AM,1,t,
SOL,114030,4/20/2022,OBC,801274,3/21/2022,4/20/2022,Shell Sto Tomas,Shell Sto Tomas,Shell Sto Tomas,703020,702002,2,7200032,,apbox,2,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,114032,4/20/2022,OBC,800460,3/21/2022,4/20/2022,Tiaong Quezon,Tiaong Quezon,Tiaong Quezon,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,114032,4/20/2022,OBC,800460,3/21/2022,4/20/2022,Tiaong Quezon,Tiaong Quezon,Tiaong Quezon,703020,702002,1,7200033,,apbox,4,CM10AM,1,t,
SOL,114032,4/20/2022,OBC,800460,3/21/2022,4/20/2022,Tiaong Quezon,Tiaong Quezon,Tiaong Quezon,703020,702002,2,7200032,,apbox,4,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,114034,4/20/2022,OBC,800091,3/26/2022,4/20/2022,Savemore Tanauan Batangas,Savemore Tanauan Batangas,Savemore Tanauan Batangas,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,114034,4/20/2022,OBC,800091,3/26/2022,4/20/2022,Savemore Tanauan Batangas,Savemore Tanauan Batangas,Savemore Tanauan Batangas,703020,702002,1,7200033,,apbox,4,CM10AM,1,t,
